SCHOOL,NO.,NAME,POS.,HT.,WT.,YEAR,HOMETOWN/PREVIOUS_SCHOOL,HIGH_SCHOOL,LAST_SCHOOL
Minnesota,8,Thomas Rush,DL,6-3,250,5th,"Marysville, Ohio / Marysville",,
Minnesota,9,Beanie Bishop,DB,5-10,185,R-Jr.,"Louisville, Ky. / Pleasure Ridge Park",,Western Kentucky
Minnesota,9,Daniel Jackson,WR,6-0,200,Jr.,"Kansas City, Kan. / Bishop Miege",,
Minnesota,11,Michael Dixon,DB,6-2,210,Jr.,"Statesboro, Ga. / Statesboro",,
Minnesota,11,Lonenoa Faoa,QB,6-1,220,R-So.,"Las Vegas, Nev. / Liberty",,
Minnesota,12,Cole Kramer,QB,6-1,205,R-Jr.,"Eden Prairie, Minn. / Eden Prairie",,
Minnesota,13,Devon Williams,LB,6-1,220,R-Fr.,"Dublin, Ohio / Dublin Coffman",,
Minnesota,14,Braelen Oliver,LB,6-0,230,R-Sr.,"Douglasville, Ga. / Douglas County",,
Minnesota,15,Donald Willis,LB,6-2,215,R-Jr.,"Garfield Heights, Ohio / Garfield Heights",,
Minnesota,15,Larry Wright,WR,6-4,220,R-Jr.,"Apple Valley, Minn. / Eastview",,
Minnesota,16,Coleman Bryson,DB,6-2,200,Fr.,"Waynesville, N.C. / Rabun Gap-Nacoochee School",,
Minnesota,17,Jah Joyner,DL,6-5,250,R-So.,"Danbury, Conn. / Danbury",,
Minnesota,18,Clay Geary,WR,5-10,200,6th,"Lakeville, Minn. / Lakeville South",,
Minnesota,18,Rhyland Kelly,DB,6-2,180,Fr.,"Winnipeg, Manitoba, Canada / Clearwater Academy International",,
Minnesota,19,Samuel Pickerign,TE,6-4,240,6th,"Alpharetta, Ga. / Minnehaha Academy",,
Minnesota,21,Steven Ortiz Jr.,DB,6-0,180,R-Fr.,"Goodyear, Ariz. / Desert Edge",,
Minnesota,21,Bryce Williams,RB,6-0,215,R-Sr.,"Sarasota, Fla. / Cardinal Mooney",,
Minnesota,22,Michael Brown-Stephens,WR,5-11,195,R-Jr.,"Springfield, Ohio / Springfield",,
Minnesota,22,Ryan Stapp,DB,6-0,175,Jr.,"College Station, Texas / College Station",,Abilene Christian University
Minnesota,23,Jordan Howden,DB,6-0,210,5th,"San Diego, Calif. / Desert Pines (Nevada)",,
Minnesota,24,Mohamed Ibrahim,RB,5-10,210,6th,"Baltimore, Md. / Our Lady of Good Counsel",,
Minnesota,24,Tariq Watson,DB,5-10,170,Fr.,"Gretna, La. / Helen Cox",,
Minnesota,25,Darius Green,DB,6-1,190,R-Fr.,"Covington, Ga. / Newton",,
Minnesota,25,Preston Jelen,RB,5-10,210,R-Sr.,"Prior Lake, Minn. / Prior Lake",,
Minnesota,26,Zach Evans,RB,5-10,205,Fr.,"Heath, Texas / Rockwall-Heath",,
Minnesota,26,Victor Pless,DB,5-10,175,R-So.,"Kennesaw, Ga. / Harrison",,
Minnesota,27,Tyler Nubin,DB,6-2,210,Sr.,"Saint Charles, Ill. / St. Charles North",,
Minnesota,27,Quentin Redding,WR,5-7,150,R-Fr.,"Menomonee Falls, Wis. / Menomonee Falls",,
Minnesota,29,Josh Aune,LB,6-2,235,R-Sr.,"St. Paul, Minn. / Highland Park",,
Minnesota,30,Jordan Nubin,RB,5-11,210,R-Fr.,"St. Charles, Ill. / St. Charles North",,
Minnesota,31,Kendall Moore,RB,5-11,195,R-So.,"St. Paul, Minn. / East Ridge",,
Minnesota,32,Maverick Baranowski,LB,6-3,210,Fr.,"Ponce Inlet, Fla. / Spruce Creek",,
Minnesota,35,Derik LeCaptain,LB,6-2,235,R-Jr.,"Gardner, Wis. / Southern Door",,
Minnesota,37,Brady Weeks,LS,6-0,215,Sr.,"O'Fallon, Mo. / Fort Zumwalt West",,
Minnesota,38,Daniel Sparks,P,6-6,200,Jr.,"Gadsden, Ala. / Gadsden City",,University of Louisiana-Monroe
Minnesota,42,Jack Hawkinson,DL,6-4,215,R-Fr.,"Frankfort, Ill. / Lincoln-Way East",,
Minnesota,43,Eli Mau,LB,6-2,225,R-Fr.,"Victoria, Minn. / Chanhassen",,
Minnesota,45,Cody Lindenberg,LB,6-3,235,R-So.,"Anoka, Minn. / Anoka",,
Minnesota,46,Lucas Finnessy,LB,6-3,240,R-So.,"Sussex, Wis. / Hamilton",,
Minnesota,47,Wyatt Schroeder,TE,6-5,260,R-So.,"Saint Francis, Minn. / St. Francis",,
Minnesota,47,Hayden Schwartz,DL,6-4,245,Fr.,"Jacksonville, Fla. / The Bolles School",,
Minnesota,49,Austin Sullivan,LS,6-3,235,R-Jr.,"Slate Hill, N.Y. / Minisink Valley",,Penn State
Minnesota,50,JJ Guedet,OL,6-7,310,R-Jr.,"Washington, Ill. / Washington Community",,
Minnesota,52,Luther McCoy,DL,6-5,305,Gr.,"Saint Johns, Fla. / Creekside",,
Minnesota,53,Ben Wileman,LB,6-1,220,R-So.,"Edgerton, Wis. / Edgerton",,
Minnesota,55,Karter Shaw,OL,6-4,310,R-Sr.,"South Jordan, Utah / Herriman",,Utah State
Minnesota,55,Mariano Sori-Marin,LB,6-3,245,5th,"Mokena, Ill. / Providence Catholic",,
Minnesota,57,Cameron James,OL,6-8,305,R-Fr.,"Chicago, Ill. / Simeon Career Academy",,
Minnesota,58,Jackson Hunter,OL,6-6,275,R-Fr.,"Oconomowoc, Wis. / Oconomowoc",,
Minnesota,60,John Michael Schmitz,OL,6-4,320,6th,"Flossmoor, Ill. / Homewood-Flossmoor",,
Minnesota,62,Jacob Schuster,DL,6-2,300,R-Fr.,"Lacey, Wash. / Tumwater",,
Minnesota,65,Axel Ruschmeyer,OL,6-4,305,R-Sr.,"Hutchinson, Minn. / Holy Family Catholic",,
Minnesota,66,Nathan Boe,OL,6-5,300,R-Sr.,"Lakeville, Minn. / Lakeville North",,
Minnesota,68,Jackson Ruschmeyer,OL,6-4,295,R-So.,"Hutchinson, Minn. / Holy Family Catholic",,
Minnesota,69,Aireontae Ersery,OL,6-6,325,R-So.,"Kansas City, Mo. / Ruskin",,
Minnesota,70,Cade McConnell,OL,6-5,300,Fr.,"Choctaw, Okla. / Choctaw",,
Minnesota,71,Martes Lewis,OL,6-7,325,R-So.,"Merrillville, Ind. / Merrillville",,
Minnesota,73,Tyrell Lawrence,OL,6-7,355,R-So.,"Milton, Ontario, Canada / Clearwater Academy International",,
Minnesota,75,Tyler Cooper,OL,6-5,310,R-Jr.,"Saint Croix Falls, Wis. / Saint Croix Falls",,
Minnesota,76,Chuck Filiaga,OL,6-6,330,Gr.,"Aledo, Texas / Aledo",,Michigan
Minnesota,79,Logan Purcell,OL,6-7,260,R-Fr.,"Annandale, Minn. / Annandale",,
Minnesota,80,Dino Kaliakmanis,WR,6-2,200,R-Fr.,"Antioch, Ill. / Antioch",,
Minnesota,81,Brock Annexstad,WR,6-2,205,6th,"Norseland, Minn. / IMG Academy",,
Minnesota,82,Jonathan Mann,WR,6-3,225,R-So.,"Rosemount, Minn. / Rosemount",,
Minnesota,83,Spencer Alvarez,TE,6-6,260,Fr.,"Columbia Heights, Minn. / Columbia Heights",,
Minnesota,85,Frank Bierman,TE,6-3,245,Jr.,"Tipton, Iowa / Tipton",,Iowa Western CC
Minnesota,86,Jameson Geers,TE,6-6,250,R-Fr.,"Channahon, Ill. / Providence Catholic",,
Minnesota,87,Nick Kallerup,TE,6-5,270,R-Jr.,"Wayzata, Minn. / Wayzata",,
Minnesota,88,Brevyn Spann-Ford,TE,6-7,270,R-Sr.,"St. Cloud, Minn. / St. Cloud Technical Sr.",,
Minnesota,89,Nate Becker,DL,6-5,260,R-Fr.,"Maple Grove, Minn. / Maple Grove",,
Minnesota,90,Darnell Jefferies,DL,6-2,295,Gr.,"Covington, Ga. / Newton",,Clemson
Minnesota,91,Deven Eastern,DL,6-6,290,R-Fr.,"Shakopee, Minn. / Shakopee",,
Minnesota,92,Danny Striggow,DL,6-5,250,R-So.,"Long Lake, Minn. / Orono",,
Minnesota,95,Matthew Trickett,K,6-0,195,5th,"Cleveland, Ohio / St. Ignatius",,Kent State
Minnesota,96,Mark Crawford,P,6-5,220,Jr.,"Perth West, Australia /",,
Minnesota,96,Logan Richter,DL,6-4,325,R-Jr.,"Perham, Minn. / Perham",,
Minnesota,97,Jalen Logan-Redding,DL,6-4,275,R-So.,"Columbia, Mo. / Rock Bridge",,
Minnesota,99,Dragan Kesich,K,6-4,230,Jr.,"Oak Creek, Wis. / Oak Creek",,
Minnesota,99,Lorenza Surgers,DL,6-5,275,Gr.,"Cary, N.C. / Panther Creek",,Vanderbilt
Northwestern,0,Coco Azema,DB,5-11,185,Jr.,"Cypress, Texas / Langham Creek",,
Northwestern,0,Cole Freeman,QB,6-0,205,So.,"Summit, N.J. / Delbarton School",,
Northwestern,2,Cameron Mitchell,DB,6-0,195,Jr.,"Bolingbrook, Ill. / Bolingbrook",,
Northwestern,3,Ryan Hilinski,QB,6-3,225,Jr.,"Orange, Calif. / Orange Lutheran",,
Northwestern,3,Jaheem Joseph,DB,5-9,190,Jr.,"Miami Gardens, Fla. / Monsignor Edward Pace",,
Northwestern,4,Cam Porter,RB,5-10,220,Jr.,"Cincinnati, Ohio / LaSalle",,
Northwestern,5,Jacob Gill,WR,6-0,183,So.,"Raleigh, N.C. / Cardinal Gibbons",,
Northwestern,6,Malik Washington,WR,5-9,192,Sr.,"Lawrenceville, Ga. / Parkview",,
Northwestern,7,Ore Adeyi,CB,5-10,175,So.,"Mansfield, Texas / Mansfield Legacy",,
Northwestern,7,Anthony Tyus III,RB,6-1,215,So.,"Portage, Mich. / Portage Northern",,
Northwestern,8,"Wayne Dennis, Jr.",WR,6-3,200,Jr.,"Tampa, Fla. / Armwood",,
Northwestern,9,Carl Richardson,QB,6-4,207,Jr.,"Salinas, Calif. / Salinas",,
Northwestern,10,Theran Johnson,CB,6-0,170,So.,"Indianapolis, Ind. / North Central",,
Northwestern,10,Brendan Sullivan,QB,6-3,212,So.,"Davison, Mich. / Davison",,
Northwestern,11,Andrew Clair,RB,5-11,202,Gr.,"St. Louis, Mo. / St. Louis University",,
Northwestern,11,"A.J. Hampton, Jr.",DB,5-11,180,Sr.,"Warren, Ark. / Paul R Wharton (Tampa, Fla.)",,
Northwestern,12,Nigel Williams,DB,6-1,192,Jr.,"Richmond, Va. / Collegiate School",,
Northwestern,13,Preston Bacon,WR,6-2,195,Jr.,"Oak Hill, Va. / The Potomac School",,
Northwestern,13,"Garnett Hollis, Jr.",DB,6-1,197,Jr.,"Nashville, Tenn. / Battle Ground Academy",,
Northwestern,14,Donnie Gray,WR,6-0,190,So.,"New Haven, CT. / Deerfield Academy",,
Northwestern,15,Calvin Johnson II,WR,6-0,180,So.,"French Camp, Mississippi / French Camp Academy",,
Northwestern,17,Bryce Kirtz,WR,6-0,180,Jr.,"Brownsburg, Ind. / Brownsburg",,
Northwestern,18,Genson Hooper Price,WR,6-5,215,Jr.,"Houston, Texas / St. John's",,
Northwestern,18,Garner Wallace,SAF,6-4,190,So.,"Pickerington, Ohio / Pickerington Central",,
Northwestern,20,Trent Carrington,DB,6-1,190,Gr.,"Fayetteville, Ga. / Fayette County",,
Northwestern,21,Tyler Haskins,DB,5-11,195,Jr.,"Stafford, Va. / Mountain View",,
Northwestern,22,Connor Newhouse,RB,5-11,195,Jr.,"Prospect, Ky. / North Oldham",,
Northwestern,23,Raymond Niro III,WR,5-10,190,Sr.,"Barrington, Ill. / Barrington",,
Northwestern,24,Rod Heard II,DB,5-11,185,Jr.,"Farmington, Mich. / Farmington Hills Harrison",,
Northwestern,26,Evan Hull,RB,5-11,210,Jr.,"Maple Grove, Minn. / Maple Grove",,
Northwestern,29,Marcus Cisco,RB,5-9,197,Jr.,"Byron Center, Mich. / Byron Center",,
Northwestern,31,Jake Arthurs,RB,5-9,195,Jr.,"Wheaton, Ill. / Wheaton-Warrenville South",,
Northwestern,32,Bryce Gallagher,LB,6-2,223,Jr.,"Raynham, Mass. / St. Sebastian's",,
Northwestern,34,Xander Mueller,LB,6-3,210,Jr.,"Wheaton, Ill. / Wheaton North",,
Northwestern,37,Mac Uihlein,LB,6-1,215,So.,"Lake Forest, Ill. / Lake Forest",,
Northwestern,38,Joe DeHaan,DB,6-0,198,Jr.,"Tinley Park, Ill. / Andrew",,
Northwestern,43,William Halkyard,LS,6-3,200,Jr.,"Glen Ellyn, Ill. / Glenbard West",,
Northwestern,44,Khalid Jones,LB,6-1,230,Sr.,"Greenville, S.C. / Byrnes",,
Northwestern,45,Cullen Coleman,LB,6-3,240,Jr.,"Port Chester, N.Y. / Rye Country Day",,
Northwestern,46,Devin O'Rourke,DL,6-6,265,Sr.,"Mokena, Ill. / Lincoln Way East",,
Northwestern,48,Owen Bergin,LB,5-10,210,Jr.,"Bloomfield Hills, Mich. / Detroit Country Day",,
Northwestern,49,Jacob Tabibian,K/P,5-9,185,So.,"Lafayette, Calif. / Campolindo",,
Northwestern,50,PJ Spencer,DL,6-2,275,Jr.,"Prairie Village, Kan. / Shawnee Mission East",,
Northwestern,52,Jordan Butler,DT,6-2,316,Jr.,"North Las Vegas, Nev. / IMG Academy (Fla.)",,
Northwestern,53,Jaiden Cameron,DE,6-3,245,Jr.,"Clayton, Ohio / Northmont",,
Northwestern,55,Conrad Rowley,OL,6-4,308,Sr.,"Independence, Mo. / Blue Springs",,
Northwestern,56,Josh Thompson,OL,6-5,310,So.,"Fenton, Mich. / Fenton",,
Northwestern,57,Greyson Metz,LB,6-3,216,Jr.,"Glen Ellyn, Ill. / Glenbard West",,
Northwestern,60,Carmine Bastone,DL,6-2,266,So.,"St. Charles, Ill. / St. Charles North",,
Northwestern,63,Dom D'Antonio,OL,6-4,290,Jr.,"Woodstock, Ga. / Etowah",,
Northwestern,65,Jackson Carsello,OL,6-4,270,So.,"Northbrook, Ill. / Glenbrook North",,
Northwestern,66,Braeden Edwards,OL,6-6,280,So.,"West Des Moines, Iowa / Valley",,
Northwestern,68,Josh Priebe,OL,6-5,295,Jr.,"Niles, Mich. / Edwardsburg",,
Northwestern,69,Charlie Schmidt,OL,6-4,297,Sr.,"Libertyville, Ill. / Libertyville",,
Northwestern,71,Ben Wrather,OL,6-6,310,Jr.,"Powell, Ohio / Olentangy Liberty",,
Northwestern,72,Caleb Tiernan,OL,6-7,280,So.,"Franklin, Mich. / Detroit Country Day",,
Northwestern,75,Connor Foster,OL,6-7,315,Jr.,"Milford, Ohio / Milford",,
Northwestern,76,Ethan Wiederkehr,OL,6-5,295,Gr.,"Wading River, N.Y. / Shoreham-Wading River",,
Northwestern,77,Peter Skoronski,OL,6-4,294,Jr.,"Park Ridge, Ill. / Maine South",,
Northwestern,78,Luka Trifunovic,OL,6-4,293,Jr.,"Carlsbad, Calif. / La Costa Canyon",,
Northwestern,79,Zachary Franks,OL,6-6,305,Jr.,"Baltimore, Md. / The Gilman School",,
Northwestern,82,Jasper Stratton,QB,6-0,180,So.,"Los Angeles, Calif. / Winward",,
Northwestern,84,Hunter Welcing,TE,6-3,242,Jr.,"Deer Park, Ill. / Lake Zurich",,
Northwestern,85,Jack Kennedy,WR,6-0,201,Jr.,"Cleveland Heights, Ohio / St. Ignatius",,
Northwestern,86,Lawson Albright,TE,6-5,225,So.,"Greensboro, N.C. / Grimsley",,
Northwestern,87,Thomas Gordon,TE,6-5,240,Jr.,"Houston, Texas / Strake Jesuit College Prep",,
Northwestern,87,Jack Moses,WR,5-9,187,Jr.,"Lake Zurich, Ill. / Lake Zurich",,
Northwestern,88,Marshall Lang,TE,6-4,235,Jr.,"Cincinnati, Ohio / St. Xavier",,
Northwestern,89,Charlie Mangieri,TE,6-4,250,Gr.,"Peoria, Ill. / Dunlap",,
Northwestern,91,Aidan Hubbard,DL,6-4,235,So.,"Cleveland, Ohio / St. Ignatius",,
Northwestern,92,Jack Olsen,K,5-9,180,Jr.,"Wheaton, Ill. / Wheaton-Warrenville",,
Northwestern,94,"Jason Gold, Jr.",DT,6-3,285,Sr.,"League City, Texas / Clear Springs",,
Northwestern,95,Najee Story,DL,6-4,250,So.,"Solon, Ohio / Solon",,
Northwestern,97,Sean McLaughlin,DL,6-5,260,Jr.,"Frankfort, Ill. / Lincoln-Way East",,
Northwestern,98,Duke Olges,DL,6-4,260,Jr.,"Winnetka,Ill. / New Trier",,
Northwestern,99,Adetomiwa Adebawore,DL,6-2,265,Sr.,"Kansas City, Mo. / North Kansas City",,
Northwestern,99,Hunter Renner,P,6-2,207,Jr.,"Mishawaka, Ind. / Marian",,
Ohio St.,1,Kamryn Babb,WR,6-0,205,Gr.,"St. Louis, Mo.",Christian Brothers College,
Ohio St.,2,Kourt Williams II,SAF,6-1,220,So.,"Harbor City, Calif.",St. John Bosco,
Ohio St.,2,Emeka Egbuka,WR,6-1,205,So.,"Steilacoom, Wash.",Steilacoom,
Ohio St.,3,Miyan Williams,RB,5-8,225,So.,"Cincinnati, Ohio",Winton Woods,
Ohio St.,3,Teradja Mitchell,LB,6-2,239,Gr.,"Virginia Beach, Va.",Bishop Sullivan,
Ohio St.,4,Julian Fleming,WR,6-2,207,Jr.,"Catawissa, Pa.",Southern Columbia,
Ohio St.,4,Lejond Cavazos,CB,6-0,192,So.,"San Antonio, Texas",IMG Academy,
Ohio St.,6,Kyle McCord,QB,6-3,220,So.,"Mt. Laurel, N.J.",St. Joseph’s Prep,
Ohio St.,6,Taron Vincent,DT,6-2,305,Sr.,"Baltimore, Md.",IMG Academy,
Ohio St.,7,C.J. Stroud,QB,6-3,218,So.,"Rancho Cucamonga, Calif.",Rancho Cucamonga,
Ohio St.,8,Javontae Jean-Baptiste,DE,6-5,255,Sr.,"Spring Valley, N.Y.",Bergen Catholic,
Ohio St.,9,Jayden Ballard,WR,6-2,195,R-Fr.,"Massillon, Ohio",Massillon Washington,
Ohio St.,9,Zach Harrison,DE,6-6,272,Sr.,"Lewis Center, Ohio",Olentangy Orange,
Ohio St.,10,Cameron Martinez,SAF,5-10,190,So.,"Muskegon, Mich.",Muskegon,
Ohio St.,10,Xavier Johnson,WR,6-2,215,Sr.,"Cincinnati, Ohio",Summit Country Day,
Ohio St.,11,Jaxon Smith-Njigba,WR,6-0,198,Jr.,"Rockwall, Texas",Rockwall,
Ohio St.,11,C.J. Hicks,LB,6-3,220,Fr.,"Dayton, Ohio",Archbishop Alter,
Ohio St.,12,Caleb Burton,WR,5-11,169,Fr.,"Austin, Texas",Lake Travis,
Ohio St.,12,Lathan Ransom,SAF,6-1,205,Jr.,"Tucson, Ariz.",Salpointe Catholic,
Ohio St.,13,Jordan Hancock,CB,6-1,188,So.,"Suwanee, Ga.",North Gwinnett,
Ohio St.,14,Ronnie Hickman,SAF,6-1,205,Jr.,"South Orange, N.J.",DePaul Catholic,
Ohio St.,15,Devin Brown,QB,6-3,205,Fr.,"Draper, Utah",Corner Canyon,
Ohio St.,15,Tanner McCalister,SAF,5-11,192,Gr.,"Rockwall, Texas",Rockwall-Heath & Oklahoma State,
Ohio St.,16,Cade Stover,TE,6-4,255,Jr.,"Mansfield, Ohio",Lexington,
Ohio St.,17,Kyion Grayes,WR,6-0,175,Fr.,"Chandler, Ariz.",Chandler,
Ohio St.,17,Bryson Shaw,SAF,6-0,195,Jr.,"Eldersburg, Md.",Bullis School,
Ohio St.,18,Marvin Harrison Jr.,WR,6-3,205,So.,"Philadelphia, Pa.",St. Joseph’s Prep,
Ohio St.,18,Jyaire Brown,CB,5-11,180,Fr.,"New Orleans, La.",Lakota West,
Ohio St.,19,Chip Trayanum,LB,5-11,227,Jr.,"Akron, Ohio",Archbishop Hoban / Ariz. State,
Ohio St.,20,Mitchell Melton,LB,6-3,245,So.,"Silver Spring, Md.",Good Counsel,
Ohio St.,20,Dominic DiMaccio,K,5-8,190,Sr.,"Powell, Ohio",DeSales,
Ohio St.,21,Evan Pryor,RB,5-10,198,R-Fr.,"Cornelius, N.C.",William Amos Hough,
Ohio St.,21,Palaie Gaoteote IV,LB,6-2,248,Sr.,Las Vegas,Bishop Gorman / USC,
Ohio St.,22,Steele Chambers,LB,6-1,232,Jr.,"Roswell, Ga.",Blessed Trinity Catholic,
Ohio St.,23,Marcus Hooker,SAF,5-11,200,Sr.,"New Castle, Pa.",New Castle,
Ohio St.,24,Ryan Turner,CB,6-0,180,Fr.,"Hollywood, Fla.",Chaminade-Madonna Prep,
Ohio St.,24,Jantzen Dunn,SAF,6-1,182,R-Fr.,"Bowling Green, Ky.",South Warren,
Ohio St.,24,Marcus Crowley,RB,6-1,216,Jr.,"Jacksonville, Fla.",Trinity Christian Academy,
Ohio St.,25,Jaylen Johnson,SAF,6-1,210,R-Fr.,"Cincinnati, Ohio",La Salle,
Ohio St.,26,Cayden Saunders,RB,5-10,190,So.,"Northville, Mich.",Northville,
Ohio St.,26,Cameron Brown,CB,6-0,190,Sr.,"St. Louis, Mo.",Christian Brothers College,
Ohio St.,28,Reid Carrico,LB,6-2,230,R-Fr.,"Ironton, Ohio",Ironton,
Ohio St.,29,Denzel Burke,CB,6-1,190,So.,"Scottsdale, Ariz.",Saguaro,
Ohio St.,29,Jesse Mirco,P,6-4,220,So.,"Fremantle, Australia",,
Ohio St.,30,Cody Simon,LB,6-2,233,Jr.,"Jersey City, N.J.",St. Peter’s Prep,
Ohio St.,30,Corban Cleveland,WR,5-11,180,,"Rockwall, Texas",Rockwall Heath,
Ohio St.,32,TreVeyon Henderson,RB,5-10,215,So.,"Hopewell, Va.",Hopewell,
