Season,Team,MFB_Rank,MFB_W,MFB_L,MBA_Rank,MBA_W,MBA_L,MBB_Rank,MBB_W,MBB_L,WBB_Rank,WBB_W,WBB_L,WSB_Rank,WSB_W,WSB_L,WVB_Rank,WVB_W,WVB_L
2012-13,Indiana,83,4,8,12.0,49.0,16.0,12.0,29.0,7.0,195.0,11.0,19.0,150.0,19.0,35.0,107.0,12.0,20.0
2013-14,Indiana,57,5,7,9.0,44.0,15.0,97.0,17.0,15.0,84.0,18.0,12.0,183.0,17.0,39.0,122.0,9.0,22.0
2014-15,Indiana,74,4,8,32.0,34.0,22.0,63.0,20.0,14.0,164.0,15.0,16.0,175.0,17.0,39.0,123.0,15.0,17.0
2015-16,Indiana,72,6,7,104.0,32.0,24.0,19.0,27.0,8.0,46.0,20.0,11.0,76.0,29.0,25.0,89.0,16.0,16.0
2016-17,Indiana,67,6,7,34.0,34.0,24.0,81.0,18.0,16.0,51.0,20.0,10.0,126.0,23.0,31.0,67.0,17.0,16.0
2017-18,Indiana,49,5,7,34.0,40.0,19.0,124.0,16.0,15.0,54.0,17.0,14.0,119.0,26.0,30.0,126.0,12.0,20.0
2018-19,Indiana,63,5,7,38.0,37.0,23.0,56.0,19.0,16.0,48.0,20.0,12.0,52.0,36.0,21.0,55.0,15.0,12.0
2019-20,Indiana,36,8,5,39.0,9.0,6.0,56.0,20.0,12.0,14.0,24.0,8.0,52.0,9.0,9.0,116.0,14.0,19.0
2020-21,Indiana,16,6,2,107.0,26.0,18.0,133.0,12.0,15.0,22.0,21.0,6.0,110.0,25.0,19.0,274.0,3.0,15.0
2021-22,Indiana,84,2,10,104.0,22.0,25.0,68.0,21.0,14.0,12.0,24.0,9.0,61.0,23.0,11.0,159.0,10.0,22.0
2006-07,Iowa,36,6,7,102.0,31.0,23.0,97.0,17.0,14.0,91.0,14.0,16.0,56.0,37.0,21.0,101.0,13.0,19.0
2007-08,Iowa,64,6,6,191.0,22.0,33.0,214.0,13.0,19.0,50.0,21.0,11.0,30.0,42.0,20.0,158.0,9.0,22.0
2008-09,Iowa,13,9,4,247.0,16.0,35.0,124.0,15.0,17.0,37.0,21.0,11.0,30.0,42.0,16.0,88.0,14.0,18.0
2009-10,Iowa,23,11,2,107.0,30.0,28.0,208.0,10.0,22.0,40.0,20.0,14.0,74.0,25.0,23.0,95.0,13.0,19.0
2010-11,Iowa,21,8,5,185.0,20.0,32.0,189.0,11.0,20.0,23.0,22.0,9.0,67.0,27.0,24.0,108.0,7.0,22.0
2011-12,Iowa,46,7,6,190.0,23.0,27.0,124.0,18.0,17.0,49.0,19.0,12.0,80.0,27.0,26.0,140.0,11.0,22.0
2012-13,Iowa,65,4,8,131.0,22.0,27.0,61.0,25.0,13.0,42.0,21.0,13.0,39.0,30.0,24.0,136.0,10.0,23.0
2013-14,Iowa,41,8,5,122.0,30.0,23.0,60.0,20.0,13.0,23.0,26.0,8.0,113.0,16.0,30.0,119.0,11.0,21.0
2014-15,Iowa,49,7,6,29.0,39.0,16.0,40.0,22.0,12.0,9.0,26.0,8.0,92.0,19.0,40.0,96.0,14.0,17.0
2015-16,Iowa,33,12,2,73.0,30.0,26.0,26.0,22.0,11.0,58.0,19.0,13.0,188.0,13.0,39.0,92.0,12.0,21.0
2016-17,Iowa,30,8,5,80.0,39.0,22.0,83.0,19.0,15.0,64.0,17.0,13.0,152.0,19.0,32.0,70.0,19.0,13.0
2017-18,Iowa,23,8,5,78.0,33.0,20.0,155.0,14.0,19.0,21.0,24.0,7.0,111.0,21.0,32.0,46.0,18.0,15.0
2018-19,Iowa,16,9,4,106.0,31.0,24.0,40.0,23.0,12.0,7.0,26.0,6.0,111.0,19.0,32.0,68.0,14.0,13.0
2019-20,Iowa,15,10,3,38.0,9.0,5.0,34.0,20.0,11.0,15.0,23.0,7.0,38.0,17.0,5.0,103.0,10.0,21.0
2020-21,Iowa,12,6,2,76.0,26.0,18.0,36.0,22.0,9.0,30.0,20.0,10.0,97.0,26.0,18.0,276.0,4.0,16.0
2021-22,Iowa,32,10,4,70.0,27.0,15.0,31.0,26.0,10.0,18.0,24.0,8.0,89.0,18.0,21.0,193.0,6.0,24.0
2006-07,Iowa St.,76,4,8,,,,136.0,15.0,16.0,25.0,26.0,9.0,138.0,24.0,40.0,28.0,21.0,11.0
2007-08,Iowa St.,86,3,9,,,,192.0,14.0,18.0,29.0,21.0,13.0,94.0,29.0,29.0,33.0,19.0,14.0
2008-09,Iowa St.,84,2,10,,,,162.0,15.0,17.0,14.0,27.0,9.0,108.0,26.0,29.0,32.0,22.0,13.0
2009-10,Iowa St.,73,7,6,,,,125.0,15.0,17.0,21.0,25.0,8.0,69.0,26.0,29.0,6.0,27.0,5.0
2010-11,Iowa St.,72,5,7,,,,141.0,16.0,16.0,34.0,22.0,11.0,70.0,21.0,28.0,33.0,20.0,9.0
2011-12,Iowa St.,74,6,7,,,,32.0,23.0,11.0,43.0,18.0,13.0,123.0,14.0,39.0,3.0,25.0,6.0
2012-13,Iowa St.,55,6,7,,,,41.0,23.0,12.0,22.0,24.0,9.0,103.0,21.0,34.0,15.0,22.0,8.0
2013-14,Iowa St.,74,3,9,,,,9.0,28.0,8.0,42.0,20.0,10.0,122.0,23.0,31.0,27.0,18.0,10.0
2014-15,Iowa St.,85,2,10,,,,16.0,25.0,9.0,59.0,18.0,13.0,112.0,26.0,28.0,17.0,19.0,10.0
2015-16,Iowa St.,79,3,9,,,,20.0,23.0,12.0,136.0,13.0,17.0,150.0,20.0,35.0,26.0,19.0,11.0
2016-17,Iowa St.,66,3,9,,,,21.0,24.0,11.0,60.0,18.0,12.0,150.0,23.0,35.0,37.0,18.0,11.0
2017-18,Iowa St.,26,8,5,,,,142.0,13.0,18.0,104.0,14.0,17.0,75.0,23.0,33.0,16.0,22.0,7.0
2018-19,Iowa St.,38,8,5,,,,19.0,23.0,12.0,11.0,25.0,8.0,48.0,37.0,25.0,78.0,13.0,13.0
2019-20,Iowa St.,22,7,6,,,,96.0,12.0,20.0,38.0,19.0,12.0,97.0,11.0,13.0,46.0,17.0,12.0
2020-21,Iowa St.,10,9,3,,,,257.0,2.0,22.0,33.0,17.0,11.0,35.0,32.0,21.0,151.0,6.0,12.0
2021-22,Iowa St.,9,7,6,,,,62.0,22.0,13.0,11.0,28.0,7.0,77.0,21.0,20.0,56.0,16.0,12.0
2006-07,Kansas,58,6,6,137.0,28.0,30.0,10.0,33.0,5.0,139.0,11.0,20.0,61.0,33.0,24.0,134.0,10.0,19.0
2007-08,Kansas,9,12,1,105.0,30.0,27.0,4.0,37.0,3.0,54.0,17.0,16.0,45.0,37.0,19.0,102.0,13.0,17.0
2008-09,Kansas,25,8,5,44.0,39.0,24.0,11.0,27.0,8.0,43.0,22.0,14.0,76.0,21.0,31.0,112.0,13.0,16.0
2009-10,Kansas,45,5,7,59.0,31.0,27.0,1.0,33.0,3.0,46.0,17.0,16.0,93.0,21.0,35.0,53.0,16.0,14.0
2010-11,Kansas,101,3,9,106.0,26.0,30.0,1.0,35.0,3.0,69.0,21.0,13.0,51.0,31.0,22.0,88.0,17.0,14.0
2011-12,Kansas,100,2,10,152.0,24.0,34.0,5.0,32.0,7.0,30.0,21.0,13.0,50.0,31.0,20.0,47.0,15.0,14.0
2012-13,Kansas,94,1,11,69.0,34.0,25.0,5.0,31.0,6.0,45.0,20.0,14.0,50.0,34.0,16.0,9.0,26.0,7.0
2013-14,Kansas,104,3,9,44.0,35.0,26.0,4.0,25.0,10.0,128.0,13.0,19.0,37.0,34.0,23.0,12.0,25.0,8.0
2014-15,Kansas,91,3,9,131.0,23.0,32.0,5.0,27.0,9.0,104.0,15.0,17.0,24.0,40.0,15.0,15.0,22.0,9.0
2015-16,Kansas,124,0,12,199.0,20.0,35.0,1.0,33.0,5.0,222.0,6.0,25.0,48.0,31.0,20.0,6.0,30.0,3.0
2016-17,Kansas,104,2,10,66.0,30.0,28.0,4.0,31.0,5.0,190.0,8.0,22.0,133.0,24.0,28.0,10.0,27.0,3.0
2017-18,Kansas,119,1,11,93.0,27.0,30.0,3.0,31.0,8.0,188.0,12.0,18.0,112.0,27.0,25.0,20.0,22.0,8.0
2018-19,Kansas,80,3,9,69.0,32.0,26.0,17.0,26.0,10.0,151.0,13.0,18.0,148.0,15.0,36.0,27.0,15.0,8.0
2019-20,Kansas,106,3,9,157.0,7.0,10.0,2.0,27.0,3.0,142.0,15.0,15.0,50.0,13.0,11.0,119.0,9.0,17.0
2020-21,Kansas,117,0,9,63.0,30.0,27.0,15.0,20.0,9.0,243.0,7.0,18.0,57.0,22.0,26.0,108.0,12.0,10.0
2021-22,Kansas,114,2,10,146.0,20.0,29.0,1.0,34.0,6.0,53.0,21.0,10.0,91.0,14.0,24.0,31.0,18.0,12.0
2006-07,Kansas St.,57,7,6,40.0,34.0,24.0,64.0,23.0,12.0,78.0,19.0,15.0,,,,97.0,12.0,18.0
2007-08,Kansas St.,46,5,7,50.0,29.0,29.0,53.0,21.0,12.0,20.0,22.0,10.0,,,,17.0,23.0,9.0
2008-09,Kansas St.,63,5,7,22.0,43.0,18.0,77.0,22.0,12.0,28.0,25.0,8.0,,,,29.0,24.0,8.0
2009-10,Kansas St.,64,6,6,41.0,37.0,22.0,5.0,29.0,8.0,88.0,14.0,18.0,,,,111.0,12.0,18.0
2010-11,Kansas St.,55,7,6,51.0,36.0,25.0,22.0,23.0,11.0,46.0,21.0,11.0,,,,121.0,12.0,19.0
2011-12,Kansas St.,35,10,3,145.0,27.0,31.0,44.0,22.0,11.0,14.0,20.0,14.0,,,,24.0,22.0,11.0
2012-13,Kansas St.,9,11,2,16.0,45.0,19.0,23.0,27.0,8.0,62.0,19.0,18.0,,,,25.0,21.0,9.0
2013-14,Kansas St.,24,8,5,104.0,25.0,30.0,58.0,20.0,13.0,150.0,11.0,19.0,,,,58.0,18.0,11.0
2014-15,Kansas St.,18,9,4,92.0,27.0,30.0,108.0,15.0,17.0,70.0,19.0,14.0,,,,30.0,22.0,9.0
2015-16,Kansas St.,60,6,7,126.0,26.0,31.0,89.0,17.0,16.0,48.0,18.0,12.0,,,,55.0,17.0,12.0
2016-17,Kansas St.,27,9,4,98.0,29.0,26.0,53.0,21.0,14.0,24.0,22.0,10.0,,,,19.0,21.0,10.0
2017-18,Kansas St.,29,8,5,131.0,23.0,31.0,38.0,25.0,12.0,89.0,16.0,15.0,,,,115.0,10.0,19.0
2018-19,Kansas St.,62,5,7,97.0,25.0,33.0,23.0,25.0,9.0,33.0,21.0,11.0,,,,52.0,13.0,11.0
2019-20,Kansas St.,34,8,5,118.0,10.0,7.0,99.0,11.0,21.0,84.0,16.0,14.0,,,,173.0,9.0,19.0
2020-21,Kansas St.,55,4,6,71.0,34.0,23.0,180.0,9.0,19.0,177.0,9.0,18.0,,,,66.0,12.0,8.0
2021-22,Kansas St.,35,8,5,100.0,25.0,22.0,142.0,14.0,17.0,49.0,20.0,13.0,,,,54.0,15.0,13.0
2006-07,Kent State,96,6,6,122.0,33.0,26.0,85.0,21.0,11.0,115.0,15.0,13.0,84.0,31.0,19.0,221.0,13.0,16.0
2007-08,Kent State,105,3,9,80.0,36.0,21.0,19.0,28.0,7.0,238.0,9.0,21.0,34.0,46.0,12.0,96.0,22.0,10.0
2008-09,Kent State,104,4,8,78.0,43.0,17.0,145.0,19.0,15.0,135.0,19.0,10.0,167.0,25.0,26.0,242.0,13.0,18.0
2009-10,Kent State,101,5,7,117.0,39.0,25.0,47.0,24.0,10.0,138.0,20.0,11.0,87.0,33.0,22.0,160.0,14.0,17.0
2010-11,Kent State,95,5,7,37.0,45.0,17.0,63.0,25.0,12.0,105.0,20.0,10.0,162.0,20.0,31.0,189.0,13.0,19.0
2011-12,Kent State,102,5,7,45.0,47.0,20.0,114.0,21.0,12.0,296.0,6.0,21.0,129.0,27.0,30.0,213.0,12.0,19.0
2012-13,Kent State,63,11,3,87.0,36.0,23.0,131.0,21.0,14.0,338.0,3.0,27.0,121.0,27.0,21.0,230.0,6.0,22.0
2013-14,Kent State,100,4,8,127.0,36.0,23.0,212.0,16.0,16.0,300.0,7.0,23.0,68.0,25.0,20.0,215.0,12.0,18.0
2014-15,Kent State,117,2,9,117.0,31.0,22.0,85.0,23.0,12.0,290.0,5.0,25.0,59.0,41.0,13.0,166.0,17.0,14.0
2015-16,Kent State,115,3,9,71.0,44.0,14.0,128.0,19.0,13.0,318.0,6.0,23.0,60.0,37.0,22.0,98.0,20.0,10.0
2016-17,Kent State,109,3,9,92.0,37.0,18.0,142.0,22.0,14.0,96.0,19.0,12.0,80.0,33.0,28.0,200.0,15.0,15.0
2017-18,Kent State,125,2,10,59.0,40.0,18.0,156.0,17.0,17.0,149.0,13.0,19.0,160.0,29.0,23.0,243.0,5.0,22.0
2018-19,Kent State,123,2,10,143.0,30.0,24.0,144.0,22.0,11.0,83.0,19.0,12.0,75.0,28.0,26.0,246.0,13.0,17.0
2019-20,Kent State,96,7,6,28.0,7.0,7.0,117.0,18.0,12.0,98.0,19.0,12.0,155.0,9.0,10.0,203.0,14.0,15.0
2020-21,Kent State,87,3,1,150.0,30.0,26.0,92.0,14.0,8.0,114.0,11.0,9.0,128.0,26.0,26.0,120.0,12.0,9.0
2021-22,Kent State,100,7,7,207.0,17.0,26.0,90.0,21.0,11.0,110.0,17.0,12.0,183.0,13.0,20.0,215.0,12.0,18.0
2006-07,Kentucky,59,8,5,54.0,34.0,19.0,13.0,22.0,12.0,73.0,20.0,14.0,108.0,20.0,31.0,47.0,19.0,12.0
2007-08,Kentucky,30,8,5,27.0,44.0,19.0,75.0,18.0,13.0,46.0,17.0,16.0,85.0,17.0,37.0,49.0,22.0,10.0
2008-09,Kentucky,58,7,6,46.0,28.0,26.0,71.0,22.0,14.0,79.0,16.0,16.0,21.0,34.0,23.0,39.0,26.0,6.0
2009-10,Kentucky,49,7,6,32.0,31.0,25.0,3.0,35.0,3.0,15.0,28.0,8.0,37.0,32.0,27.0,21.0,29.0,5.0
2010-11,Kentucky,57,6,7,107.0,25.0,30.0,5.0,29.0,9.0,14.0,25.0,9.0,17.0,40.0,16.0,53.0,17.0,14.0
2011-12,Kentucky,78,5,7,18.0,45.0,18.0,1.0,38.0,2.0,8.0,28.0,7.0,34.0,30.0,30.0,11.0,28.0,6.0
2012-13,Kentucky,85,2,10,50.0,30.0,25.0,57.0,21.0,12.0,6.0,30.0,6.0,12.0,41.0,21.0,20.0,22.0,11.0
2013-14,Kentucky,81,2,10,20.0,37.0,25.0,7.0,29.0,11.0,10.0,24.0,8.0,10.0,50.0,19.0,13.0,22.0,9.0
2014-15,Kentucky,60,5,7,59.0,30.0,25.0,3.0,38.0,1.0,12.0,24.0,10.0,22.0,32.0,26.0,16.0,27.0,6.0
2015-16,Kentucky,69,5,7,70.0,32.0,25.0,10.0,27.0,9.0,13.0,23.0,7.0,18.0,45.0,14.0,24.0,21.0,10.0
2016-17,Kentucky,62,7,6,9.0,43.0,23.0,2.0,32.0,6.0,14.0,21.0,10.0,18.0,39.0,19.0,20.0,23.0,8.0
2017-18,Kentucky,58,7,6,31.0,34.0,22.0,12.0,26.0,11.0,87.0,15.0,17.0,13.0,35.0,21.0,4.0,29.0,4.0
2018-19,Kentucky,26,10,3,50.0,26.0,29.0,4.0,30.0,7.0,22.0,24.0,7.0,16.0,36.0,24.0,8.0,20.0,4.0
2019-20,Kentucky,25,8,5,88.0,11.0,6.0,21.0,25.0,6.0,25.0,22.0,8.0,27.0,18.0,4.0,9.0,25.0,7.0
2020-21,Kentucky,45,5,6,66.0,29.0,23.0,132.0,9.0,16.0,15.0,18.0,9.0,17.0,39.0,13.0,5.0,24.0,1.0
2021-22,Kentucky,28,10,3,58.0,26.0,21.0,13.0,26.0,8.0,34.0,19.0,12.0,17.0,28.0,10.0,8.0,25.0,5.0
2006-07,LSU,3,11,2,52.0,29.0,26.0,90.0,17.0,15.0,11.0,30.0,8.0,9.0,55.0,12.0,17.0,26.0,6.0
2007-08,LSU,3,12,2,8.0,49.0,19.0,191.0,13.0,18.0,7.0,31.0,6.0,9.0,44.0,18.0,30.0,25.0,8.0
2008-09,LSU,22,8,5,4.0,56.0,17.0,34.0,27.0,8.0,20.0,19.0,11.0,16.0,34.0,18.0,51.0,18.0,10.0
2009-10,LSU,12,9,4,22.0,41.0,22.0,223.0,11.0,20.0,26.0,21.0,10.0,13.0,45.0,16.0,15.0,25.0,7.0
2010-11,LSU,14,11,2,28.0,36.0,20.0,224.0,11.0,21.0,51.0,19.0,13.0,24.0,40.0,18.0,17.0,25.0,5.0
2011-12,LSU,2,13,1,10.0,47.0,18.0,87.0,18.0,15.0,23.0,23.0,11.0,17.0,40.0,25.0,66.0,19.0,11.0
2012-13,LSU,10,10,3,3.0,57.0,11.0,92.0,19.0,12.0,26.0,22.0,12.0,13.0,42.0,16.0,79.0,12.0,17.0
2013-14,LSU,15,10,3,11.0,46.0,16.0,68.0,20.0,14.0,15.0,19.0,12.0,19.0,38.0,24.0,34.0,19.0,13.0
2014-15,LSU,15,8,5,5.0,48.0,10.0,65.0,22.0,11.0,60.0,17.0,14.0,2.0,52.0,14.0,38.0,20.0,9.0
2015-16,LSU,8,9,3,10.0,45.0,21.0,95.0,19.0,14.0,125.0,10.0,21.0,8.0,52.0,18.0,132.0,9.0,20.0
2016-17,LSU,6,8,4,3.0,52.0,20.0,195.0,10.0,21.0,37.0,20.0,11.0,11.0,48.0,22.0,153.0,9.0,20.0
2017-18,LSU,14,9,4,26.0,39.0,27.0,88.0,18.0,15.0,29.0,19.0,9.0,11.0,45.0,17.0,39.0,20.0,10.0
2018-19,LSU,17,10,3,21.0,40.0,26.0,16.0,28.0,7.0,85.0,16.0,13.0,13.0,43.0,19.0,91.0,11.0,14.0
2019-20,LSU,3,15,0,37.0,12.0,5.0,28.0,21.0,10.0,36.0,20.0,10.0,19.0,20.0,3.0,80.0,15.0,13.0
2020-21,LSU,28,5,5,19.0,38.0,25.0,17.0,19.0,10.0,63.0,9.0,13.0,6.0,32.0,19.0,161.0,9.0,13.0
2021-22,LSU,42,6,7,17.0,32.0,15.0,37.0,22.0,12.0,21.0,26.0,6.0,21.0,26.0,16.0,79.0,13.0,14.0
2018-19,Liberty,113,6,6,42.0,43.0,21.0,53.0,29.0,7.0,180.0,16.0,16.0,55.0,40.0,22.0,177.0,14.0,16.0
2019-20,Liberty,97,8,5,90.0,10.0,7.0,67.0,28.0,4.0,92.0,20.0,12.0,56.0,10.0,13.0,102.0,21.0,12.0
2020-21,Liberty,76,10,1,35.0,41.0,16.0,121.0,19.0,6.0,123.0,17.0,8.0,19.0,42.0,13.0,235.0,5.0,9.0
2021-22,Liberty,56,8,5,44.0,30.0,16.0,173.0,19.0,11.0,46.0,25.0,5.0,40.0,30.0,13.0,222.0,10.0,14.0
2006-07,Louisiana,105,6,6,14.0,45.0,17.0,269.0,9.0,21.0,54.0,25.0,9.0,32.0,46.0,18.0,243.0,8.0,21.0
2007-08,Louisiana,113,3,9,97.0,30.0,29.0,180.0,15.0,15.0,287.0,8.0,22.0,15.0,52.0,15.0,288.0,4.0,29.0
2008-09,Louisiana,93,6,6,93.0,27.0,30.0,266.0,10.0,20.0,328.0,3.0,27.0,25.0,45.0,13.0,212.0,8.0,20.0
2009-10,Louisiana,106,6,6,40.0,38.0,22.0,246.0,13.0,17.0,300.0,9.0,22.0,24.0,45.0,18.0,272.0,9.0,24.0
2010-11,Louisiana,112,3,9,81.0,31.0,27.0,215.0,14.0,15.0,295.0,11.0,19.0,34.0,51.0,11.0,188.0,17.0,16.0
2011-12,Louisiana,92,9,4,169.0,23.0,30.0,195.0,16.0,16.0,310.0,7.0,23.0,9.0,53.0,6.0,227.0,14.0,18.0
2012-13,Louisiana,66,9,4,23.0,43.0,20.0,225.0,13.0,20.0,283.0,10.0,21.0,14.0,47.0,15.0,196.0,16.0,16.0
2013-14,Louisiana,72,9,4,6.0,58.0,10.0,89.0,23.0,12.0,273.0,14.0,16.0,7.0,49.0,10.0,206.0,19.0,14.0
2014-15,Louisiana,80,9,4,49.0,39.0,21.0,123.0,22.0,14.0,127.0,23.0,12.0,10.0,42.0,12.0,134.0,20.0,13.0
2015-16,Louisiana,105,4,8,17.0,43.0,21.0,145.0,19.0,15.0,137.0,21.0,10.0,12.0,46.0,9.0,292.0,6.0,23.0
2016-17,Louisiana,106,6,7,55.0,35.0,21.0,114.0,21.0,12.0,141.0,20.0,11.0,17.0,47.0,8.0,285.0,10.0,21.0
2017-18,Louisiana,121,5,7,58.0,34.0,25.0,65.0,27.0,7.0,162.0,17.0,16.0,19.0,41.0,16.0,149.0,21.0,11.0
2018-19,Louisiana,102,7,7,132.0,28.0,31.0,194.0,19.0,13.0,269.0,7.0,23.0,18.0,52.0,6.0,169.0,15.0,15.0
2019-20,Louisiana,44,11,3,107.0,8.0,9.0,230.0,13.0,19.0,185.0,17.0,13.0,1.0,16.0,6.0,154.0,14.0,16.0
2020-21,Louisiana,36,10,1,111.0,32.0,23.0,114.0,15.0,9.0,80.0,16.0,8.0,22.0,44.0,10.0,144.0,17.0,8.0
2021-22,Louisiana,48,13,1,53.0,28.0,17.0,192.0,14.0,15.0,101.0,15.0,7.0,34.0,29.0,10.0,213.0,15.0,11.0
2006-07,Louisiana Tech,117,3,10,116.0,35.0,24.0,203.0,10.0,20.0,130.0,17.0,13.0,161.0,22.0,38.0,275.0,6.0,28.0
2007-08,Louisiana Tech,104,5,7,199.0,23.0,31.0,331.0,6.0,24.0,155.0,16.0,15.0,93.0,37.0,29.0,280.0,6.0,24.0
2008-09,Louisiana Tech,95,8,5,111.0,29.0,22.0,179.0,15.0,18.0,145.0,21.0,13.0,91.0,34.0,23.0,296.0,4.0,24.0
2009-10,Louisiana Tech,79,4,8,157.0,27.0,30.0,81.0,24.0,11.0,77.0,23.0,9.0,114.0,26.0,21.0,271.0,15.0,18.0
2010-11,Louisiana Tech,88,5,7,133.0,34.0,27.0,248.0,12.0,20.0,38.0,24.0,8.0,183.0,17.0,39.0,239.0,13.0,20.0
2011-12,Louisiana Tech,57,8,5,114.0,27.0,28.0,158.0,18.0,16.0,169.0,17.0,15.0,155.0,25.0,33.0,267.0,10.0,22.0
2012-13,Louisiana Tech,49,9,3,255.0,19.0,37.0,51.0,27.0,7.0,190.0,14.0,17.0,166.0,27.0,26.0,308.0,3.0,27.0
2013-14,Louisiana Tech,114,4,8,243.0,15.0,35.0,54.0,29.0,8.0,205.0,12.0,20.0,204.0,19.0,33.0,279.0,7.0,22.0
2014-15,Louisiana Tech,53,9,5,142.0,25.0,27.0,48.0,27.0,9.0,121.0,16.0,15.0,110.0,31.0,19.0,271.0,9.0,21.0
2015-16,Louisiana Tech,63,9,4,31.0,42.0,20.0,129.0,23.0,10.0,208.0,14.0,16.0,90.0,32.0,22.0,244.0,10.0,20.0
2016-17,Louisiana Tech,59,9,5,47.0,36.0,20.0,116.0,23.0,10.0,139.0,18.0,13.0,75.0,38.0,24.0,255.0,13.0,17.0
2017-18,Louisiana Tech,87,7,6,61.0,39.0,20.0,192.0,17.0,16.0,136.0,19.0,11.0,96.0,34.0,23.0,279.0,7.0,21.0
2018-19,Louisiana Tech,93,8,5,61.0,34.0,24.0,123.0,20.0,13.0,172.0,14.0,16.0,44.0,45.0,16.0,306.0,6.0,23.0
2019-20,Louisiana Tech,78,10,3,67.0,11.0,6.0,87.0,20.0,8.0,227.0,14.0,16.0,223.0,8.0,16.0,209.0,13.0,15.0
2020-21,Louisiana Tech,108,5,5,29.0,42.0,20.0,28.0,23.0,8.0,135.0,14.0,10.0,166.0,22.0,30.0,307.0,1.0,19.0
2021-22,Louisiana Tech,104,3,9,50.0,33.0,17.0,80.0,21.0,10.0,127.0,19.0,12.0,105.0,28.0,16.0,281.0,9.0,19.0
2006-07,Louisville,5,12,1,26.0,47.0,24.0,37.0,24.0,10.0,31.0,27.0,8.0,57.0,37.0,25.0,21.0,25.0,7.0
2007-08,Louisville,40,6,6,55.0,41.0,21.0,10.0,27.0,9.0,11.0,26.0,10.0,53.0,31.0,23.0,25.0,22.0,8.0
2008-09,Louisville,78,5,7,17.0,47.0,18.0,7.0,31.0,6.0,4.0,34.0,5.0,15.0,48.0,11.0,56.0,19.0,11.0
2009-10,Louisville,89,4,8,8.0,50.0,14.0,45.0,20.0,13.0,86.0,14.0,18.0,33.0,41.0,19.0,39.0,21.0,11.0
2010-11,Louisville,54,7,6,97.0,32.0,29.0,17.0,25.0,10.0,26.0,22.0,13.0,25.0,38.0,20.0,27.0,23.0,8.0
2011-12,Louisville,65,7,6,42.0,41.0,22.0,10.0,30.0,10.0,31.0,23.0,10.0,12.0,55.0,5.0,30.0,24.0,9.0
2012-13,Louisville,50,11,2,14.0,51.0,14.0,2.0,35.0,5.0,12.0,29.0,9.0,18.0,47.0,13.0,7.0,30.0,4.0
2013-14,Louisville,21,12,1,18.0,50.0,17.0,16.0,31.0,6.0,8.0,30.0,4.0,48.0,36.0,22.0,40.0,23.0,8.0
2014-15,Louisville,35,9,4,12.0,43.0,16.0,19.0,27.0,9.0,8.0,27.0,7.0,50.0,30.0,19.0,99.0,15.0,15.0
2015-16,Louisville,35,8,5,2.0,50.0,14.0,16.0,23.0,8.0,14.0,25.0,7.0,49.0,35.0,17.0,21.0,25.0,7.0
2016-17,Louisville,9,9,4,6.0,53.0,12.0,11.0,25.0,9.0,11.0,27.0,7.0,60.0,31.0,19.0,156.0,12.0,18.0
2017-18,Louisville,22,8,5,21.0,45.0,19.0,42.0,22.0,14.0,3.0,32.0,2.0,44.0,33.0,20.0,26.0,24.0,7.0
2018-19,Louisville,103,2,10,5.0,51.0,18.0,22.0,20.0,14.0,3.0,29.0,3.0,34.0,35.0,23.0,36.0,20.0,7.0
2019-20,Louisville,54,8,5,35.0,13.0,4.0,8.0,24.0,7.0,7.0,28.0,4.0,62.0,10.0,13.0,15.0,22.0,10.0
2020-21,Louisville,38,4,7,70.0,28.0,22.0,53.0,13.0,7.0,6.0,26.0,4.0,73.0,21.0,28.0,10.0,14.0,3.0
2021-22,Louisville,46,6,7,13.0,33.0,13.0,168.0,13.0,19.0,5.0,29.0,5.0,42.0,22.0,17.0,1.0,32.0,1.0
2006-07,Marshall,87,5,7,203.0,21.0,32.0,162.0,13.0,19.0,165.0,15.0,15.0,74.0,32.0,26.0,115.0,20.0,12.0
2007-08,Marshall,89,3,9,70.0,30.0,30.0,150.0,16.0,14.0,138.0,17.0,16.0,78.0,26.0,29.0,53.0,23.0,9.0
2008-09,Marshall,94,4,8,168.0,22.0,32.0,170.0,15.0,17.0,156.0,17.0,15.0,62.0,31.0,20.0,130.0,13.0,15.0
2009-10,Marshall,83,7,6,113.0,27.0,31.0,74.0,24.0,10.0,178.0,14.0,16.0,101.0,24.0,30.0,80.0,22.0,9.0
2010-11,Marshall,99,5,7,194.0,20.0,31.0,72.0,22.0,12.0,223.0,9.0,21.0,146.0,19.0,33.0,168.0,12.0,20.0
2011-12,Marshall,93,7,6,217.0,17.0,37.0,53.0,21.0,14.0,189.0,16.0,14.0,55.0,36.0,21.0,187.0,10.0,21.0
2012-13,Marshall,93,5,7,228.0,20.0,34.0,207.0,13.0,19.0,259.0,9.0,21.0,86.0,36.0,22.0,185.0,18.0,13.0
2013-14,Marshall,47,10,4,229.0,20.0,31.0,275.0,11.0,22.0,270.0,11.0,20.0,124.0,28.0,31.0,125.0,16.0,16.0
2014-15,Marshall,29,13,1,184.0,20.0,32.0,292.0,11.0,21.0,168.0,17.0,15.0,53.0,35.0,15.0,153.0,16.0,16.0
2015-16,Marshall,68,10,3,64.0,34.0,21.0,130.0,17.0,16.0,128.0,21.0,11.0,96.0,30.0,26.0,159.0,16.0,14.0
