school,year,conf_fb,g_fb,w_fb,l_fb,t_fb,win_pct_fb,g_conf_fb,w_conf_fb,l_conf_fb,t_conf_fb,win_pct_conf_fb,coach_fb
Arizona State,2014,Pac-12,13,10,3,0,0.769,9,6,3,0,0.667,Todd Graham (10-3)
Arizona State,2013,Pac-12,14,10,4,0,0.714,9,8,1,0,0.889,Todd Graham (10-4)
Arizona State,2012,Pac-12,13,8,5,0,0.615,9,5,4,0,0.556,Todd Graham (8-5)
Arizona State,2011,Pac-12,13,6,7,0,0.462,9,4,5,0,0.444,Dennis Erickson (6-7)
Arizona State,2010,Pac-10,12,6,6,0,0.5,9,4,5,0,0.444,Dennis Erickson (6-6)
Arizona State,2009,Pac-10,12,4,8,0,0.333,9,2,7,0,0.222,Dennis Erickson (4-8)
Arizona State,2008,Pac-10,12,5,7,0,0.417,9,4,5,0,0.444,Dennis Erickson (5-7)
Arizona State,2007,Pac-10,13,10,3,0,0.769,9,7,2,0,0.778,Dennis Erickson (10-3)
Arizona State,2006,Pac-10,13,7,6,0,0.538,9,4,5,0,0.444,Dirk Koetter (7-6)
Arizona State,2005,Pac-10,12,7,5,0,0.583,8,4,4,0,0.5,Dirk Koetter (7-5)
Arizona State,2004,Pac-10,12,9,3,0,0.75,8,5,3,0,0.625,Dirk Koetter (9-3)
Arizona State,2003,Pac-10,12,5,7,0,0.417,8,2,6,0,0.25,Dirk Koetter (5-7)
Arizona State,2002,Pac-10,14,8,6,0,0.571,8,5,3,0,0.625,Dirk Koetter (8-6)
Arizona State,2001,Pac-10,11,4,7,0,0.364,8,1,7,0,0.125,Dirk Koetter (4-7)
Arizona State,2000,Pac-10,12,6,6,0,0.5,8,3,5,0,0.375,Bruce Snyder (6-6)
Arizona State,1999,Pac-10,12,6,6,0,0.5,8,5,3,0,0.625,Bruce Snyder (6-6)
Arizona State,1998,Pac-10,11,5,6,0,0.455,8,4,4,0,0.5,Bruce Snyder (5-6)
Arizona State,1997,Pac-10,12,9,3,0,0.75,8,6,2,0,0.75,Bruce Snyder (9-3)
Arizona State,1996,Pac-10,12,11,1,0,0.917,8,8,0,0,1,Bruce Snyder (11-1)
Arizona State,1995,Pac-10,11,6,5,0,0.545,8,4,4,0,0.5,Bruce Snyder (6-5)
Arizona State,1994,Pac-10,11,3,8,0,0.273,8,2,6,0,0.25,Bruce Snyder (3-8)
Arizona State,1993,Pac-10,11,6,5,0,0.545,8,4,4,0,0.5,Bruce Snyder (6-5)
Arizona State,1992,Pac-10,11,6,5,0,0.545,8,4,4,0,0.5,Bruce Snyder (6-5)
Arizona State,1991,Pac-10,11,6,5,0,0.545,8,4,4,0,0.5,Larry Marmie (6-5)
Arizona State,1990,Pac-10,11,4,7,0,0.364,7,2,5,0,0.286,Larry Marmie (4-7)
Arizona State,1989,Pac-10,11,6,4,1,0.591,7,3,3,1,0.5,Larry Marmie (6-4-1)
Arizona State,1988,Pac-10,11,6,5,0,0.545,7,3,4,0,0.429,Larry Marmie (6-5)
Arizona State,1987,Pac-10,12,7,4,1,0.625,7,3,3,1,0.5,John Cooper (7-4-1)
Arizona State,1986,Pac-10,12,10,1,1,0.875,7,5,1,1,0.786,John Cooper (10-1-1)
Arizona State,1985,Pac-10,12,8,4,0,0.667,7,5,2,0,0.714,John Cooper (8-4)
Arizona State,1984,Pac-10,11,5,6,0,0.455,7,3,4,0,0.429,Darryl Rogers (5-6)
Arizona State,1983,Pac-10,11,6,4,1,0.591,7,3,3,1,0.5,Darryl Rogers (6-4-1)
Arizona State,1982,Pac-10,12,10,2,0,0.833,7,5,2,0,0.714,Darryl Rogers (10-2)
Arizona State,1981,Pac-10,11,9,2,0,0.818,7,5,2,0,0.714,Darryl Rogers (9-2)
Arizona State,1980,Pac-10,11,7,4,0,0.636,8,5,3,0,0.625,Darryl Rogers (7-4)
Arizona State,1979,Pac-10,12,6,6,0,0.5,7,3,4,0,0.429,"Frank Kush (3-2), Bob Owens (3-4)"
Arizona State,1978,Pac-10,12,9,3,0,0.75,7,4,3,0,0.571,Frank Kush (9-3)
Arizona State,1977,WAC,12,9,3,0,0.75,7,6,1,0,0.857,Frank Kush (9-3)
Arizona State,1976,WAC,11,4,7,0,0.364,7,4,3,0,0.571,Frank Kush (4-7)
Arizona State,1975,WAC,12,12,0,0,1,7,7,0,0,1,Frank Kush (12-0)
Arizona State,1974,WAC,12,7,5,0,0.583,7,4,3,0,0.571,Frank Kush (7-5)
Arizona State,1973,WAC,12,11,1,0,0.917,7,6,1,0,0.857,Frank Kush (11-1)
Arizona State,1972,WAC,12,10,2,0,0.833,6,5,1,0,0.833,Frank Kush (10-2)
Arizona State,1971,WAC,12,11,1,0,0.917,7,7,0,0,1,Frank Kush (11-1)
Arizona State,1970,WAC,11,11,0,0,1,7,7,0,0,1,Frank Kush (11-0)
Arizona State,1969,WAC,10,8,2,0,0.8,7,6,1,0,0.857,Frank Kush (8-2)
Arizona State,1968,WAC,10,8,2,0,0.8,6,5,1,0,0.833,Frank Kush (8-2)
Arizona State,1967,WAC,10,8,2,0,0.8,5,4,1,0,0.8,Frank Kush (8-2)
Arizona State,1966,WAC,10,5,5,0,0.5,5,3,2,0,0.6,Frank Kush (5-5)
Arizona State,1965,WAC,10,6,4,0,0.6,4,3,1,0,0.75,Frank Kush (6-4)
Arizona State,1964,WAC,10,8,2,0,0.8,2,0,2,0,0,Frank Kush (8-2)
Arizona State,1963,WAC,9,8,1,0,0.889,3,3,0,0,1,Frank Kush (8-1)
Arizona State,1962,WAC,10,7,2,1,0.75,2,1,1,0,0.5,Frank Kush (7-2-1)
Arizona State,1961,BIAA,10,7,3,0,0.7,3,3,0,0,1,Frank Kush (7-3)
Arizona State,1960,BIAA,10,7,3,0,0.7,5,3,2,0,0.6,Frank Kush (7-3)
Arizona State,1959,BIAA,11,10,1,0,0.909,5,5,0,0,1,Frank Kush (10-1)
Arizona State,1958,BIAA,10,7,3,0,0.7,5,4,1,0,0.8,Frank Kush (7-3)
Arizona State,1957,BIAA,10,10,0,0,1,4,4,0,0,1,Dan Devine (10-0)
Arizona State,1956,BIAA,10,9,1,0,0.9,4,3,1,0,0.75,Dan Devine (9-1)
Arizona State,1955,BIAA,11,8,2,1,0.773,5,4,1,0,0.8,Dan Devine (8-2-1)
Arizona State,1954,BIAA,10,5,5,0,0.5,4,3,1,0,0.75,Clyde Smith (5-5)
Arizona State,1953,BIAA,10,4,5,1,0.45,4,1,3,0,0.25,Clyde Smith (4-5-1)
Arizona State,1952,BIAA,9,6,3,0,0.667,4,4,0,0,1,Clyde Smith (6-3)
Arizona State,1951,BIAA,10,6,3,1,0.65,5,4,1,0,0.8,Larry Siemering (6-3-1)
Arizona State,1950,BIAA,11,9,2,0,0.818,5,4,1,0,0.8,Edward Doherty (9-2)
Arizona State,1949,BIAA,10,7,3,0,0.7,5,4,1,0,0.8,Edward Doherty (7-3)
Arizona State,1948,BIAA,10,5,5,0,0.5,5,3,2,0,0.6,Edward Doherty (5-5)
Arizona State,1947,BIAA,11,4,7,0,0.364,7,3,4,0,0.429,Edward Doherty (4-7)
Arizona State,1946,BIAA,11,2,7,2,0.273,6,1,4,1,0.25,Steve Coutchie (2-7-2)
Arkansas,2021,SEC,13,9,4,0,0.692,8,4,4,0,0.5,Sam Pittman (9-4)
Arkansas,2020,SEC,10,3,7,0,0.3,10,3,7,0,0.3,Sam Pittman (3-7)
Arkansas,2019,SEC,12,2,10,0,0.167,8,0,8,0,0,"Chad Morris (2-8), Barry Lunney Jr. (0-2)"
Arkansas,2018,SEC,12,2,10,0,0.167,8,0,8,0,0,Chad Morris (2-10)
Arkansas,2017,SEC,12,4,8,0,0.333,8,1,7,0,0.125,Bret Bielema (4-8)
Arkansas,2016,SEC,13,7,6,0,0.538,8,3,5,0,0.375,Bret Bielema (7-6)
Arkansas,2015,SEC,13,8,5,0,0.615,8,5,3,0,0.625,Bret Bielema (8-5)
Arkansas,2014,SEC,13,7,6,0,0.538,8,2,6,0,0.25,Bret Bielema (7-6)
Arkansas,2013,SEC,12,3,9,0,0.25,8,0,8,0,0,Bret Bielema (3-9)
Arkansas,2012,SEC,12,4,8,0,0.333,8,2,6,0,0.25,John Smith (4-8)
Arkansas,2011,SEC,13,11,2,0,0.846,8,6,2,0,0.75,Bobby Petrino (11-2)
Arkansas,2010,SEC,13,10,3,0,0.769,8,6,2,0,0.75,Bobby Petrino (10-3)
Arkansas,2009,SEC,13,8,5,0,0.615,8,3,5,0,0.375,Bobby Petrino (8-5)
Arkansas,2008,SEC,12,5,7,0,0.417,8,2,6,0,0.25,Bobby Petrino (5-7)
Arkansas,2007,SEC,13,8,5,0,0.615,8,4,4,0,0.5,"Houston Nutt (8-4), Reggie Herring (0-1)"
Arkansas,2006,SEC,14,10,4,0,0.714,8,7,1,0,0.875,Houston Nutt (10-4)
Arkansas,2005,SEC,11,4,7,0,0.364,8,2,6,0,0.25,Houston Nutt (4-7)
Arkansas,2004,SEC,11,5,6,0,0.455,8,3,5,0,0.375,Houston Nutt (5-6)
Arkansas,2003,SEC,13,9,4,0,0.692,8,4,4,0,0.5,Houston Nutt (9-4)
Arkansas,2002,SEC,14,9,5,0,0.643,8,5,3,0,0.625,Houston Nutt (9-5)
Arkansas,2001,SEC,12,7,5,0,0.583,8,4,4,0,0.5,Houston Nutt (7-5)
Arkansas,2000,SEC,12,6,6,0,0.5,8,3,5,0,0.375,Houston Nutt (6-6)
Arkansas,1999,SEC,12,8,4,0,0.667,8,4,4,0,0.5,Houston Nutt (8-4)
Arkansas,1998,SEC,12,9,3,0,0.75,8,6,2,0,0.75,Houston Nutt (9-3)
Arkansas,1997,SEC,11,4,7,0,0.364,8,2,6,0,0.25,Danny Ford (4-7)
Arkansas,1996,SEC,11,4,7,0,0.364,8,2,6,0,0.25,Danny Ford (4-7)
Arkansas,1995,SEC,13,8,5,0,0.615,8,6,2,0,0.75,Danny Ford (8-5)
Arkansas,1994,SEC,11,4,7,0,0.364,8,2,6,0,0.25,Danny Ford (4-7)
Arkansas,1993,SEC,11,5,5,1,0.5,8,3,4,1,0.438,Danny Ford (5-5-1)
Arkansas,1992,SEC,11,3,7,1,0.318,8,3,4,1,0.438,"Jack Crowe (0-1), Joe Kines (3-6-1)"
Arkansas,1991,SWC,12,6,6,0,0.5,8,5,3,0,0.625,Jack Crowe (6-6)
Arkansas,1990,SWC,11,3,8,0,0.273,8,1,7,0,0.125,Jack Crowe (3-8)
Arkansas,1989,SWC,12,10,2,0,0.833,8,7,1,0,0.875,Ken Hatfield (10-2)
Arkansas,1988,SWC,12,10,2,0,0.833,7,7,0,0,1,Ken Hatfield (10-2)
Arkansas,1987,SWC,13,9,4,0,0.692,7,5,2,0,0.714,Ken Hatfield (9-4)
Arkansas,1986,SWC,12,9,3,0,0.75,8,6,2,0,0.75,Ken Hatfield (9-3)
Arkansas,1985,SWC,12,10,2,0,0.833,8,6,2,0,0.75,Ken Hatfield (10-2)
Arkansas,1984,SWC,12,7,4,1,0.625,8,5,3,0,0.625,Ken Hatfield (7-4-1)
Arkansas,1983,SWC,11,6,5,0,0.545,8,4,4,0,0.5,Lou Holtz (6-5)
Arkansas,1982,SWC,12,9,2,1,0.792,8,5,2,1,0.688,Lou Holtz (9-2-1)
Arkansas,1981,SWC,12,8,4,0,0.667,8,5,3,0,0.625,Lou Holtz (8-4)
Arkansas,1980,SWC,12,7,5,0,0.583,8,3,5,0,0.375,Lou Holtz (7-5)
Arkansas,1979,SWC,12,10,2,0,0.833,8,7,1,0,0.875,Lou Holtz (10-2)
Arkansas,1978,SWC,12,9,2,1,0.792,8,6,2,0,0.75,Lou Holtz (9-2-1)
Arkansas,1977,SWC,12,11,1,0,0.917,8,7,1,0,0.875,Lou Holtz (11-1)
Arkansas,1976,SWC,11,5,5,1,0.5,8,3,4,1,0.438,Frank Broyles (5-5-1)
Arkansas,1975,SWC,12,10,2,0,0.833,7,6,1,0,0.857,Frank Broyles (10-2)
Arkansas,1974,SWC,11,6,4,1,0.591,7,3,3,1,0.5,Frank Broyles (6-4-1)
Arkansas,1973,SWC,11,5,5,1,0.5,7,3,3,1,0.5,Frank Broyles (5-5-1)
Arkansas,1972,SWC,11,6,5,0,0.545,7,3,4,0,0.429,Frank Broyles (6-5)
Arkansas,1971,SWC,12,8,3,1,0.708,7,5,1,1,0.786,Frank Broyles (8-3-1)
Arkansas,1970,SWC,11,9,2,0,0.818,7,6,1,0,0.857,Frank Broyles (9-2)
Arkansas,1969,SWC,11,9,2,0,0.818,7,6,1,0,0.857,Frank Broyles (9-2)
Arkansas,1968,SWC,11,10,1,0,0.909,7,6,1,0,0.857,Frank Broyles (10-1)
Arkansas,1967,SWC,10,4,5,1,0.45,7,3,3,1,0.5,Frank Broyles (4-5-1)
Arkansas,1966,SWC,10,8,2,0,0.8,7,5,2,0,0.714,Frank Broyles (8-2)
Arkansas,1965,SWC,11,10,1,0,0.909,7,7,0,0,1,Frank Broyles (10-1)
Arkansas,1964,SWC,11,11,0,0,1,7,7,0,0,1,Frank Broyles (11-0)
Arkansas,1963,SWC,10,5,5,0,0.5,7,3,4,0,0.429,Frank Broyles (5-5)
Arkansas,1962,SWC,11,9,2,0,0.818,7,6,1,0,0.857,Frank Broyles (9-2)
Arkansas,1961,SWC,11,8,3,0,0.727,7,6,1,0,0.857,Frank Broyles (8-3)
Arkansas,1960,SWC,11,8,3,0,0.727,7,6,1,0,0.857,Frank Broyles (8-3)
Arkansas,1959,SWC,11,9,2,0,0.818,6,5,1,0,0.833,Frank Broyles (9-2)
Arkansas,1958,SWC,10,4,6,0,0.4,6,2,4,0,0.333,Frank Broyles (4-6)
Arkansas,1957,SWC,10,6,4,0,0.6,6,2,4,0,0.333,Jack Mitchell (6-4)
Arkansas,1956,SWC,10,6,4,0,0.6,6,3,3,0,0.5,Jack Mitchell (6-4)
Arkansas,1955,SWC,10,5,4,1,0.55,6,3,2,1,0.583,Jack Mitchell (5-4-1)
Arkansas,1954,SWC,11,8,3,0,0.727,6,5,1,0,0.833,Bowden Wyatt (8-3)
Arkansas,1953,SWC,10,3,7,0,0.3,6,2,4,0,0.333,Bowden Wyatt (3-7)
Arkansas,1952,SWC,10,2,8,0,0.2,6,1,5,0,0.167,Otis Douglas (2-8)
Arkansas,1951,SWC,10,5,5,0,0.5,6,2,4,0,0.333,Otis Douglas (5-5)
Arkansas,1950,SWC,10,2,8,0,0.2,6,1,5,0,0.167,Otis Douglas (2-8)
Arkansas,1949,SWC,10,5,5,0,0.5,6,2,4,0,0.333,John Barnhill (5-5)
Arkansas,1948,SWC,10,5,5,0,0.5,6,2,4,0,0.333,John Barnhill (5-5)
Arkansas,1947,SWC,11,6,4,1,0.591,6,1,4,1,0.25,John Barnhill (6-4-1)
Arkansas,1946,SWC,11,6,3,2,0.636,6,5,1,0,0.833,John Barnhill (6-3-2)
Arkansas,1945,SWC,10,3,7,0,0.3,6,1,5,0,0.167,Glen Rose (3-7)
Arkansas State,2021,Sun Belt,12,2,10,0,0.167,8,1,7,0,0.125,Butch Jones (2-10)
Arkansas State,2020,Sun Belt,11,4,7,0,0.364,8,2,6,0,0.25,Blake Anderson (4-7)
Arkansas State,2019,Sun Belt,13,8,5,0,0.615,8,5,3,0,0.625,Blake Anderson (8-5)
Arkansas State,2018,Sun Belt,13,8,5,0,0.615,8,5,3,0,0.625,Blake Anderson (8-5)
Arkansas State,2017,Sun Belt,12,7,5,0,0.583,8,6,2,0,0.75,Blake Anderson (7-5)
Arkansas State,2016,Sun Belt,13,8,5,0,0.615,8,7,1,0,0.875,Blake Anderson (8-5)
Arkansas State,2015,Sun Belt,13,9,4,0,0.692,8,8,0,0,1,Blake Anderson (9-4)
Arkansas State,2014,Sun Belt,13,7,6,0,0.538,8,5,3,0,0.625,Blake Anderson (7-6)
Arkansas State,2013,Sun Belt,13,8,5,0,0.615,7,5,2,0,0.714,"Bryan Harsin (7-5), John Thompson (1-0)"
Arkansas State,2012,Sun Belt,13,10,3,0,0.769,8,7,1,0,0.875,"Gus Malzahn (9-3), John Thompson (1-0)"
Arkansas State,2011,Sun Belt,13,10,3,0,0.769,8,8,0,0,1,Hugh Freeze (10-3)
Arkansas State,2010,Sun Belt,12,4,8,0,0.333,8,4,4,0,0.5,Steve Roberts (4-8)
Arkansas State,2009,Sun Belt,12,4,8,0,0.333,8,3,5,0,0.375,Steve Roberts (4-8)
Arkansas State,2008,Sun Belt,12,6,6,0,0.5,7,4,3,0,0.571,Steve Roberts (6-6)
Arkansas State,2007,Sun Belt,12,5,7,0,0.417,7,3,4,0,0.429,Steve Roberts (5-7)
Arkansas State,2006,Sun Belt,12,6,6,0,0.5,7,4,3,0,0.571,Steve Roberts (6-6)
Arkansas State,2005,Sun Belt,12,6,6,0,0.5,7,5,2,0,0.714,Steve Roberts (6-6)
Arkansas State,2004,Sun Belt,11,3,8,0,0.273,7,3,4,0,0.429,Steve Roberts (3-8)
Arkansas State,2003,Sun Belt,12,5,7,0,0.417,6,3,3,0,0.5,Steve Roberts (5-7)
Arkansas State,2002,Sun Belt,13,6,7,0,0.462,6,3,3,0,0.5,Steve Roberts (6-7)
Arkansas State,2001,Sun Belt,11,2,9,0,0.182,6,2,4,0,0.333,Joe Hollis (2-9)
Arkansas State,2000,Big West,11,1,10,0,0.091,5,1,4,0,0.2,Joe Hollis (1-10)
Arkansas State,1999,Big West,11,4,7,0,0.364,5,2,3,0,0.4,Joe Hollis (4-7)
Arkansas State,1998,Ind,12,4,8,0,0.333,0,0,0,0,0,Joe Hollis (4-8)
Arkansas State,1997,Ind,11,2,9,0,0.182,0,0,0,0,0,Joe Hollis (2-9)
Arkansas State,1996,Ind,11,4,7,0,0.364,0,0,0,0,0,John Bobo (4-7)
Arkansas State,1995,Big West,11,6,5,0,0.545,6,3,3,0,0.5,John Bobo (6-5)
Arkansas State,1994,Big West,11,1,10,0,0.091,6,0,6,0,0,John Bobo (1-10)
Arkansas State,1993,Big West,11,2,8,1,0.227,6,1,5,0,0.167,John Bobo (2-8-1)
Arkansas State,1992,Ind,11,2,9,0,0.182,0,0,0,0,0,Ray Perkins (2-9)
Arkansas State,1991,Ind,11,1,10,0,0.091,0,0,0,0,0,Al Kincaid (1-10)
Arkansas State,1990,Ind,11,3,7,1,0.318,0,0,0,0,0,Al Kincaid (3-7-1)
Arkansas State,1981,Southland,11,6,5,0,0.545,5,3,2,0,0.6,Larry Lacewell (6-5)
Arkansas State,1980,Southland,11,2,9,0,0.182,5,0,5,0,0,Larry Lacewell (2-9)
Arkansas State,1979,Southland,11,4,7,0,0.364,5,1,4,0,0.2,Larry Lacewell (4-7)
Arkansas State,1978,Southland,11,7,4,0,0.636,5,4,1,0,0.8,Bill Davidson (7-4)
Arkansas State,1977,Southland,11,7,4,0,0.636,5,2,3,0,0.4,Bill Davidson (7-4)
Arkansas State,1976,Southland,11,5,6,0,0.455,5,2,3,0,0.4,Bill Davidson (5-6)
Arkansas State,1975,Southland,11,11,0,0,1,5,5,0,0,1,Bill Davidson (11-0)
Arkansas State,1974,Ind,10,7,3,0,0.7,0,0,0,0,0,Bill Davidson (7-3)
Army,2021,Ind,13,9,4,0,0.692,0,0,0,0,0,Jeff Monken (9-4)
Army,2020,Ind,12,9,3,0,0.75,0,0,0,0,0,Jeff Monken (9-3)
Army,2019,Ind,13,5,8,0,0.385,0,0,0,0,0,Jeff Monken (5-8)
Army,2018,Ind,13,11,2,0,0.846,0,0,0,0,0,Jeff Monken (11-2)
Army,2017,Ind,13,10,3,0,0.769,0,0,0,0,0,Jeff Monken (10-3)
Army,2016,Ind,13,8,5,0,0.615,0,0,0,0,0,Jeff Monken (8-5)
Army,2015,Ind,12,2,10,0,0.167,0,0,0,0,0,Jeff Monken (2-10)
Army,2014,Ind,12,4,8,0,0.333,0,0,0,0,0,Jeff Monken (4-8)
Army,2013,Ind,12,3,9,0,0.25,0,0,0,0,0,Rich Ellerson (3-9)
Army,2012,Ind,12,2,10,0,0.167,0,0,0,0,0,Rich Ellerson (2-10)
Army,2011,Ind,12,3,9,0,0.25,0,0,0,0,0,Rich Ellerson (3-9)
Army,2010,Ind,13,7,6,0,0.538,0,0,0,0,0,Rich Ellerson (7-6)
Army,2009,Ind,12,5,7,0,0.417,0,0,0,0,0,Rich Ellerson (5-7)
Army,2008,Ind,12,3,9,0,0.25,0,0,0,0,0,Stan Brock (3-9)
Army,2007,Ind,12,3,9,0,0.25,0,0,0,0,0,Stan Brock (3-9)
Army,2006,Ind,12,3,9,0,0.25,0,0,0,0,0,Bobby Ross (3-9)
Army,2005,Ind,11,4,7,0,0.364,0,0,0,0,0,Bobby Ross (4-7)
Army,2004,CUSA,11,2,9,0,0.182,8,2,6,0,0.25,Bobby Ross (2-9)
Army,2003,CUSA,13,0,13,0,0,8,0,8,0,0,"Todd Berry (0-6), John Mumford (0-7)"
Army,2002,CUSA,12,1,11,0,0.083,8,1,7,0,0.125,Todd Berry (1-11)
Army,2001,CUSA,11,3,8,0,0.273,7,2,5,0,0.286,Todd Berry (3-8)
Army,2000,CUSA,11,1,10,0,0.091,7,1,6,0,0.143,Todd Berry (1-10)
Army,1999,CUSA,11,3,8,0,0.273,6,1,5,0,0.167,Bob Sutton (3-8)
Army,1998,CUSA,11,3,8,0,0.273,6,2,4,0,0.333,Bob Sutton (3-8)
Army,1997,Ind,11,4,7,0,0.364,0,0,0,0,0,Bob Sutton (4-7)
Army,1996,Ind,12,10,2,0,0.833,0,0,0,0,0,Bob Sutton (10-2)
Army,1995,Ind,11,5,5,1,0.5,0,0,0,0,0,Bob Sutton (5-5-1)
Army,1994,Ind,11,4,7,0,0.364,0,0,0,0,0,Bob Sutton (4-7)
Army,1993,Ind,11,6,5,0,0.545,0,0,0,0,0,Bob Sutton (6-5)
Army,1992,Ind,11,5,6,0,0.455,0,0,0,0,0,Bob Sutton (5-6)
Army,1991,Ind,11,4,7,0,0.364,0,0,0,0,0,Bob Sutton (4-7)
Army,1990,Ind,11,6,5,0,0.545,0,0,0,0,0,Jim Young (6-5)
Army,1989,Ind,11,6,5,0,0.545,0,0,0,0,0,Jim Young (6-5)
Army,1988,Ind,12,9,3,0,0.75,0,0,0,0,0,Jim Young (9-3)
Army,1987,Ind,11,5,6,0,0.455,0,0,0,0,0,Jim Young (5-6)
Army,1986,Ind,11,6,5,0,0.545,0,0,0,0,0,Jim Young (6-5)
Army,1985,Ind,12,9,3,0,0.75,0,0,0,0,0,Jim Young (9-3)
Army,1984,Ind,12,8,3,1,0.708,0,0,0,0,0,Jim Young (8-3-1)
Army,1983,Ind,11,2,9,0,0.182,0,0,0,0,0,Jim Young (2-9)
Army,1982,Ind,11,4,7,0,0.364,0,0,0,0,0,Ed Cavanaugh (4-7)
Army,1981,Ind,11,3,7,1,0.318,0,0,0,0,0,Ed Cavanaugh (3-7-1)
Army,1980,Ind,11,3,7,1,0.318,0,0,0,0,0,Ed Cavanaugh (3-7-1)
Army,1979,Ind,11,2,8,1,0.227,0,0,0,0,0,Lou Saban (2-8-1)
Army,1978,Ind,11,4,6,1,0.409,0,0,0,0,0,Homer Smith (4-6-1)
Army,1977,Ind,11,7,4,0,0.636,0,0,0,0,0,Homer Smith (7-4)
Army,1976,Ind,11,5,6,0,0.455,0,0,0,0,0,Homer Smith (5-6)
Army,1975,Ind,11,2,9,0,0.182,0,0,0,0,0,Homer Smith (2-9)
Army,1974,Ind,11,3,8,0,0.273,0,0,0,0,0,Homer Smith (3-8)
Army,1973,Ind,10,0,10,0,0,0,0,0,0,0,Thomas Cahill (0-10)
Army,1972,Ind,10,6,4,0,0.6,0,0,0,0,0,Thomas Cahill (6-4)
Army,1971,Ind,10,6,4,0,0.6,0,0,0,0,0,Thomas Cahill (6-4)
Army,1970,Ind,11,1,9,1,0.136,0,0,0,0,0,Thomas Cahill (1-9-1)
Army,1969,Ind,10,4,5,1,0.45,0,0,0,0,0,Thomas Cahill (4-5-1)
Army,1968,Ind,10,7,3,0,0.7,0,0,0,0,0,Thomas Cahill (7-3)
Army,1967,Ind,10,8,2,0,0.8,0,0,0,0,0,Thomas Cahill (8-2)
Army,1966,Ind,10,8,2,0,0.8,0,0,0,0,0,Thomas Cahill (8-2)
Army,1965,Ind,10,4,5,1,0.45,0,0,0,0,0,Paul Dietzel (4-5-1)
Army,1964,Ind,10,4,6,0,0.4,0,0,0,0,0,Paul Dietzel (4-6)
Army,1963,Ind,10,7,3,0,0.7,0,0,0,0,0,Paul Dietzel (7-3)
Army,1962,Ind,10,6,4,0,0.6,0,0,0,0,0,Paul Dietzel (6-4)
Army,1961,Ind,10,6,4,0,0.6,0,0,0,0,0,Dale Hall (6-4)
Army,1960,Ind,10,6,3,1,0.65,0,0,0,0,0,Dale Hall (6-3-1)
Army,1959,Ind,9,4,4,1,0.5,0,0,0,0,0,Dale Hall (4-4-1)
Army,1958,Ind,9,8,0,1,0.944,0,0,0,0,0,Red Blaik (8-0-1)
Army,1957,Ind,9,7,2,0,0.778,0,0,0,0,0,Red Blaik (7-2)
Army,1956,Ind,9,5,3,1,0.611,0,0,0,0,0,Red Blaik (5-3-1)
Army,1955,Ind,9,6,3,0,0.667,0,0,0,0,0,Red Blaik (6-3)
Army,1954,Ind,9,7,2,0,0.778,0,0,0,0,0,Red Blaik (7-2)
Army,1953,Ind,9,7,1,1,0.833,0,0,0,0,0,Red Blaik (7-1-1)
Army,1952,Ind,9,4,4,1,0.5,0,0,0,0,0,Red Blaik (4-4-1)
Army,1951,Ind,9,2,7,0,0.222,0,0,0,0,0,Red Blaik (2-7)
Army,1950,Ind,9,8,1,0,0.889,0,0,0,0,0,Red Blaik (8-1)
Army,1949,Ind,9,9,0,0,1,0,0,0,0,0,Red Blaik (9-0)
Army,1948,Ind,9,8,0,1,0.944,0,0,0,0,0,Red Blaik (8-0-1)
Army,1947,Ind,9,5,2,2,0.667,0,0,0,0,0,Red Blaik (5-2-2)
Army,1946,Ind,10,9,0,1,0.95,0,0,0,0,0,Red Blaik (9-0-1)
Army,1945,Ind,9,9,0,0,1,0,0,0,0,0,Red Blaik (9-0)
Auburn,2021,SEC,13,6,7,0,0.462,8,3,5,0,0.375,Bryan Harsin (6-7)
Auburn,2020,SEC,11,6,5,0,0.545,10,6,4,0,0.6,"Gus Malzahn (6-4), Kevin Steele (0-1)"
Auburn,2019,SEC,13,9,4,0,0.692,8,5,3,0,0.625,Gus Malzahn (9-4)
Auburn,2018,SEC,13,8,5,0,0.615,8,3,5,0,0.375,Gus Malzahn (8-5)
Auburn,2017,SEC,14,10,4,0,0.714,8,7,1,0,0.875,Gus Malzahn (10-4)
Auburn,2016,SEC,13,8,5,0,0.615,8,5,3,0,0.625,Gus Malzahn (8-5)
Auburn,2015,SEC,13,7,6,0,0.538,8,2,6,0,0.25,Gus Malzahn (7-6)
Auburn,2014,SEC,13,8,5,0,0.615,8,4,4,0,0.5,Gus Malzahn (8-5)
Auburn,2013,SEC,14,12,2,0,0.857,8,7,1,0,0.875,Gus Malzahn (12-2)
Auburn,2012,SEC,12,3,9,0,0.25,8,0,8,0,0,Gene Chizik (3-9)
Auburn,2011,SEC,13,8,5,0,0.615,8,4,4,0,0.5,Gene Chizik (8-5)
Auburn,2010,SEC,14,14,0,0,1,8,8,0,0,1,Gene Chizik (14-0)
Auburn,2009,SEC,13,8,5,0,0.615,8,3,5,0,0.375,Gene Chizik (8-5)
Auburn,2008,SEC,12,5,7,0,0.417,8,2,6,0,0.25,Tommy Tuberville (5-7)
Auburn,2007,SEC,13,9,4,0,0.692,8,5,3,0,0.625,Tommy Tuberville (9-4)
Auburn,2006,SEC,13,11,2,0,0.846,8,6,2,0,0.75,Tommy Tuberville (11-2)
Auburn,2005,SEC,12,9,3,0,0.75,8,7,1,0,0.875,Tommy Tuberville (9-3)
